benchmark_id,name,source_url,public_flag,detail_public_flag,is_top,hot,support_online_eval,certificate_level_id,certificate_level,card_description_cn,card_description_en,card_tags,basic_tags,dimensions,topic_tags,creator_uid,creator_name,github_url,paper_url,official_website_url,leaderboard_url,view_count,created_at,updated_at,review_success_date,detail_title,detail_description_cn,detail_description_en,detail_download_urls,detail_leaderboard_present,detail_eval_file_present
2087,PertEval-scFM,https://hub.opencompass.org.cn/dataset-detail/PertEval-scFM,1,1,False,False,False,0,未录入,"PertEval-scFM 是一个评估单细胞基础模型（scFM）扰动效应预测的标准化框架。它从分布偏移泛化性、扰动强度及上下文对齐三方面评测。测试集包含Norman、Replogle等数据集，涵盖数千扰动样本和基因。
",PertEval-scFM is a standardized framework to evaluate single-cell foundation models (scFMs) for predicting cellular perturbation effects. ,科学智能 | AI for Science | 科学推理 | Scientific Reasoning | 不支持 | Unsupported,,其他 | Other,,006873,vansin,https://github.com/aaronwtr/PertEval,https://icml.cc/virtual/2025/poster/43799,,False,38,2025-07-22,2025-07-22,2025-07-22 16:53:34,PertEval-scFM,"PertEval-scFM 是一个评估单细胞基础模型（scFM）扰动效应预测的标准化框架。它从分布偏移泛化性、扰动强度及上下文对齐三方面评测。测试集包含Norman、Replogle等数据集，涵盖数千扰动样本和基因。
",PertEval-scFM is a standardized framework to evaluate single-cell foundation models (scFMs) for predicting cellular perturbation effects. ,,False,False
1640,EMMA,https://hub.opencompass.org.cn/dataset-detail/EMMA,1,1,False,False,False,0,未录入,"EMMA 由 2,788 个问题组成，其中 1,796 个是新构建的，涵盖四个领域。在每个主题中，我们根据所测量的具体技能为每个问题提供细粒度标签。","EMMA is composed of 2,788 problems, of which 1,796 are newly constructed, across four domains. Within each subject, we further provide fine-grained labels for each question based on the specific skills it measures.",多模态模型 | VLM | 跨模态推理 | Cross-modal Reasoning | 不支持 | Unsupported,,多模态 | Multimodal,,4006165,opencompass,https://github.com/hychaochao/EMMA,https://www.arxiv.org/abs/2501.05444,https://emma-benchmark.github.io/,False,120,2025-03-17,2025-03-17,2025-03-17 10:46:29,EMMA,"EMMA 由 2,788 个问题组成，其中 1,796 个是新构建的，涵盖四个领域。在每个主题中，我们根据所测量的具体技能为每个问题提供细粒度标签。","EMMA is composed of 2,788 problems, of which 1,796 are newly constructed, across four domains. Within each subject, we further provide fine-grained labels for each question based on the specific skills it measures.",https://huggingface.co/datasets/luckychao/EMMA,False,False
1981,OmniBench,https://hub.opencompass.org.cn/dataset-detail/OmniBench,1,1,False,False,False,0,未录入,"OmniBench 是一个面向虚拟智能体的多维度评测基准，旨在通过自动化流程生成具有可控复杂度的任务图，系统评估智能体在计划、决策、指令理解等十个核心能力上的表现。该基准包含 36,000 个图结构任务，覆盖 20 个真实场景，并引入 OmniEval 框架，实现子任务级别的细粒度评估，显著提升了评测的效率和可扩展性。","OmniBench is a multi-dimensional benchmark for virtual agents, designed to systematically evaluate ten core capabilities such as planning, decision-making, and instruction comprehension through automatically generated task graphs with controllable complexity. ",智能体 | Agent | 任务执行 | Task Execution | 不支持 | Unsupported,,智能体 | Agent,,4006165,opencompass,https://github.com/antgroup/OmniBench,https://arxiv.org/abs/2506.08933,https://omni-bench.github.io/,False,131,2025-06-26,2025-06-27,2025-06-27 18:12:33,OmniBench,"OmniBench 是一个面向虚拟智能体的多维度评测基准，旨在通过自动化流程生成具有可控复杂度的任务图，系统评估智能体在计划、决策、指令理解等十个核心能力上的表现。该基准包含 36,000 个图结构任务，覆盖 20 个真实场景，并引入 OmniEval 框架，实现子任务级别的细粒度评估，显著提升了评测的效率和可扩展性。","OmniBench is a multi-dimensional benchmark for virtual agents, designed to systematically evaluate ten core capabilities such as planning, decision-making, and instruction comprehension through automatically generated task graphs with controllable complexity. ",,False,False
1145,FREB-TQA,https://hub.opencompass.org.cn/dataset-detail/FREB-TQA,1,1,False,False,False,0,未录入,FREB-TQA 是一个细粒度的稳健性评估基准，专注于表格问答（TQA）。,FREB-TQA is a Fine-grained Robustness Evaluation Benchmark for Table Question Answering. ,大语言模型 | LLM | 语言理解 | Comprehension | 不支持 | Unsupported,,理解 | Understanding,NAACL 2024,50109778,Bosch_Research,https://github.com/boschresearch/FREB-TQA,https://aclanthology.org/2024.naacl-long.137.pdf,,False,129,2024-10-15,2024-10-27,2024-10-27 17:23:19,FREB-TQA,FREB-TQA 是一个细粒度的稳健性评估基准，专注于表格问答（TQA）。,FREB-TQA is a Fine-grained Robustness Evaluation Benchmark for Table Question Answering. ,,False,False
1252,RE-Bench,https://hub.opencompass.org.cn/dataset-detail/RE-Bench,1,1,False,False,False,0,未录入,RE-Bench用于评估AI智能体研发的自动化能力，它由61位人类专家71次在7个具有挑战性的开放式ML研究工程环境中的8小时尝试的数据组成。,"RE-Bench (Research Engineering Benchmark, v1) consists of 7 challenging, open-ended ML research engineering environments and data from 71 8-hour attempts by 61 distinct human experts.",智能体 | Agent | 任务执行 | Task Execution | 逻辑推理 | Reasoning | 代码工程 | Code | 不支持 | Unsupported,,强推理 | Strong Reasoning | 代码 | Code | 智能体 | Agent,,4006165,opencompass,https://github.com/METR/ai-rd-tasks/tree/main,https://arxiv.org/abs/2411.15114,,False,248,2024-12-30,2024-12-30,2024-12-30 16:30:41,RE-Bench,RE-Bench用于评估AI智能体研发的自动化能力，它由61位人类专家71次在7个具有挑战性的开放式ML研究工程环境中的8小时尝试的数据组成。,"RE-Bench (Research Engineering Benchmark, v1) consists of 7 challenging, open-ended ML research engineering environments and data from 71 8-hour attempts by 61 distinct human experts.",,False,False
1321,ShoppingMMLU,https://hub.opencompass.org.cn/dataset-detail/ShoppingMMLU,1,1,False,False,False,0,未录入,Shopping MMLU是一个基于真实亚马逊数据的多样化多任务在线购物基准测试，由57项任务组成，涵盖概念理解、知识推理、用户行为对齐和多语言4大购物场景技能。,"Shopping MMLU is a diverse multi-task online shopping benchmark derived from real-world Amazon data. It consists of 57 tasks covering 4 major shopping skills: concept understanding, knowledge reasoning, user behavior alignment, and multi-linguality.",大语言模型 | LLM | 知识储备 | Knowledge | 不支持 | Unsupported,,其他 | Other,NeurIPS 2024,4006165,opencompass,https://github.com/KL4805/ShoppingMMLU,https://arxiv.org/abs/2410.20745,,False,126,2024-12-31,2025-01-06,2025-01-06 14:21:36,ShoppingMMLU,Shopping MMLU是一个基于真实亚马逊数据的多样化多任务在线购物基准测试，由57项任务组成，涵盖概念理解、知识推理、用户行为对齐和多语言4大购物场景技能。,"Shopping MMLU is a diverse multi-task online shopping benchmark derived from real-world Amazon data. It consists of 57 tasks covering 4 major shopping skills: concept understanding, knowledge reasoning, user behavior alignment, and multi-linguality.",,False,False
1351,AgentHarm,https://hub.opencompass.org.cn/dataset-detail/AgentHarm,1,1,False,False,False,0,未录入,AgentHarm用于评估LLM智能体对越狱攻击的鲁棒性，包括110套恶意智能体任务（其中有440个强化任务），涵盖欺诈、网络犯罪和骚扰等11个危害类别。,"AgentHarm tests the robustness of LLMs to jailbreak attacks. It includes a diverse set of 110 explicitly malicious agent tasks (440 with augmentations), covering 11 harm categories including fraud, cybercrime, and harassment.",智能体 | Agent | 任务执行 | Task Execution | 安全对齐 | Safety Alignment | 不支持 | Unsupported,,安全 | Safety | 智能体 | Agent,,4006165,opencompass,https://github.com/UKGovernmentBEIS/inspect_evals/tree/main/src/inspect_evals/agentharm,https://arxiv.org/abs/2410.09024,,False,481,2025-01-09,2025-01-14,2025-01-14 15:23:28,AgentHarm,AgentHarm用于评估LLM智能体对越狱攻击的鲁棒性，包括110套恶意智能体任务（其中有440个强化任务），涵盖欺诈、网络犯罪和骚扰等11个危害类别。,"AgentHarm tests the robustness of LLMs to jailbreak attacks. It includes a diverse set of 110 explicitly malicious agent tasks (440 with augmentations), covering 11 harm categories including fraud, cybercrime, and harassment.",https://huggingface.co/datasets/ai-safety-institute/AgentHarm,False,False
1641,MedAgents-Bench,https://hub.opencompass.org.cn/dataset-detail/MedAgents-Bench,1,1,False,False,False,0,未录入,"MedAgentsBench是一个专注于复杂医学推理的基准测试，从七个医学数据集中精选了862个挑战性问题。这些数据集包括MedQA、PubMedQA、MedMCQA、MedBullets、MedExQA、MedXpertQA和MMLU/MMLU-Pro，涵盖了从医学执照考试到研究文献的多种医学问题。
该基准选择少于50%模型能正确回答的问题，确保医学知识领域全面覆盖，并优先选择需要多步临床推理的问题。这解决了现有评估中简单问题普遍存在、评估协议不一致，以及缺乏性能-成本-时间分析的局限。","MedAgentsBench features 862 challenging medical questions from seven datasets, focusing on cases where models struggle. It emphasizes multi-step clinical reasoning and addresses limitations in existing benchmarks by eliminating simple questions and standardizing evaluation protocols.",科学智能 | AI for Science | 逻辑推理 | Reasoning | 知识储备 | Knowledge | 科学推理 | Scientific Reasoning | 不支持 | Unsupported,Medical | Agent,推理 | Reasoning | 知识 | Knowledge,,26204315,,https://github.com/gersteinlab/medagents-benchmark,https://arxiv.org/abs/2503.07459,https://github.com/gersteinlab/medagents-benchmark,False,237,2025-03-17,2025-03-17,2025-03-17 13:59:33,MedAgents-Bench,"MedAgentsBench是一个专注于复杂医学推理的基准测试，从七个医学数据集中精选了862个挑战性问题。这些数据集包括MedQA、PubMedQA、MedMCQA、MedBullets、MedExQA、MedXpertQA和MMLU/MMLU-Pro，涵盖了从医学执照考试到研究文献的多种医学问题。
该基准选择少于50%模型能正确回答的问题，确保医学知识领域全面覆盖，并优先选择需要多步临床推理的问题。这解决了现有评估中简单问题普遍存在、评估协议不一致，以及缺乏性能-成本-时间分析的局限。","MedAgentsBench features 862 challenging medical questions from seven datasets, focusing on cases where models struggle. It emphasizes multi-step clinical reasoning and addresses limitations in existing benchmarks by eliminating simple questions and standardizing evaluation protocols.",,False,True
1891,MedXpertQA,https://hub.opencompass.org.cn/dataset-detail/MedXpertQA,1,1,False,False,False,0,未录入,"MedXpertQA是由清华大学和上海人工智能实验室构建的全面且具有高度挑战性的医学基准，用于评估专家级的医学知识和高级推理能力。论文已被ICML 2025接收，并被Google DeepMind使用作为MedGemma的评估基准。MedXpertQA 共包含 4,460 道题目，涵盖 17 个医学专科和 11 个身体系统。该基准包含两个子集：用于文本医学能力评估的 Text 子集，以及用于多模态医学能力评估的 MM 子集。MM 子集首次引入了带有多样化图像和丰富临床信息（如病历和检查结果）的专家级考试题，区别于传统多模态医学基准中基于图像描述生成的简单问答对。","We introduce MedXpertQA, a highly challenging and comprehensive medical benchmark to evaluate expert-level medical knowledge and advanced reasoning. 
It has been accepted by ICML 2025 and selected by Google DeepMind as the benchmark for MedGemma.",科学智能 | AI for Science | 知识储备 | Knowledge | 逻辑推理 | Reasoning | 科学推理 | Scientific Reasoning | 不支持 | Unsupported,Medical | ICML 2025,学科 | Examination | 推理 | Reasoning | 知识 | Knowledge,,85505819,pjlab-opencompass,https://github.com/TsinghuaC3I/MedXpertQA,https://arxiv.org/abs/2501.18362,https://medxpertqa.github.io,False,180,2025-06-04,2025-06-04,2025-06-04 21:34:53,MedXpertQA,"MedXpertQA是由清华大学和上海人工智能实验室构建的全面且具有高度挑战性的医学基准，用于评估专家级的医学知识和高级推理能力。论文已被ICML 2025接收，并被Google DeepMind使用作为MedGemma的评估基准。MedXpertQA 共包含 4,460 道题目，涵盖 17 个医学专科和 11 个身体系统。该基准包含两个子集：用于文本医学能力评估的 Text 子集，以及用于多模态医学能力评估的 MM 子集。MM 子集首次引入了带有多样化图像和丰富临床信息（如病历和检查结果）的专家级考试题，区别于传统多模态医学基准中基于图像描述生成的简单问答对。","We introduce MedXpertQA, a highly challenging and comprehensive medical benchmark to evaluate expert-level medical knowledge and advanced reasoning. 
It has been accepted by ICML 2025 and selected by Google DeepMind as the benchmark for MedGemma.",https://huggingface.co/datasets/TsinghuaC3I/MedXpertQA,False,False
1241,MedCalc-Bench,https://hub.opencompass.org.cn/dataset-detail/MedCalc-Bench,1,1,False,False,False,0,未录入,MedCalc-Bench专注于评估LLM的医学计算能力，包含来自55个不同医学计算任务的1000个经过人工审查的实例。, MedCalc-Bench focuses on evaluating the medical calculation capability of LLMs. It contains an evaluation set of over 1000 manually reviewed instances from 55 different medical calculation tasks.,科学智能 | AI for Science | 科学推理 | Scientific Reasoning | 不支持 | Unsupported,,推理 | Reasoning,NeurIPS 2024,4006165,opencompass,https://github.com/ncbi-nlp/MedCalc-Bench,https://arxiv.org/abs/2406.12036,,False,155,2024-12-20,2024-12-25,2024-12-25 11:46:27,MedCalc-Bench,MedCalc-Bench专注于评估LLM的医学计算能力，包含来自55个不同医学计算任务的1000个经过人工审查的实例。, MedCalc-Bench focuses on evaluating the medical calculation capability of LLMs. It contains an evaluation set of over 1000 manually reviewed instances from 55 different medical calculation tasks.,https://huggingface.co/datasets/ncbi/MedCalc-Bench,False,False
1679,ContextualJudgeBench,https://hub.opencompass.org.cn/dataset-detail/ContextualJudgeBench,1,1,False,False,False,0,未录入,"ContextualJudgeBench 是一个包含 2,000 个样本的成对基准，用于评估在两个上下文环境下的LLM-as-judge 模型：上下文问答和摘要。我们提出一个成对评估层次结构，并为我们的层次结构生成分割。","ContextualJudgeBench is a pairwise benchmark with 2,000 samples for evaluating LLM-as-judge models in two contextual settings: Contextual QA and summarization. We propose a pairwise evaluation hierarchy and generate splits for our proposed hierarchy.",大语言模型 | LLM | 语言理解 | Comprehension | 不支持 | Unsupported,,理解 | Understanding,,4006165,opencompass,https://github.com/SalesforceAIResearch/ContextualJudgeBench,https://arxiv.org/abs/2503.15620,,False,125,2025-03-26,2025-03-26,2025-03-26 15:56:25,ContextualJudgeBench,"ContextualJudgeBench 是一个包含 2,000 个样本的成对基准，用于评估在两个上下文环境下的LLM-as-judge 模型：上下文问答和摘要。我们提出一个成对评估层次结构，并为我们的层次结构生成分割。","ContextualJudgeBench is a pairwise benchmark with 2,000 samples for evaluating LLM-as-judge models in two contextual settings: Contextual QA and summarization. We propose a pairwise evaluation hierarchy and generate splits for our proposed hierarchy.",https://huggingface.co/datasets/Salesforce/ContextualJudgeBench,False,False
1132,TabFact,https://hub.opencompass.org.cn/dataset-detail/TabFact,1,1,False,False,False,0,未录入,"TabFac 包含 117,854 条手动标注的语句，涉及 16,573 个维基百科表格，是第一个评估结构化数据上语言推理的数据集，涉及在符号和语言两个方面的混合推理能力。","TabFac consists of 117,854 manually annotated statements with regard to 16,573 Wikipedia tables, their relations are classified as ENTAILED and REFUTED. ",大语言模型 | LLM | 语言理解 | Comprehension | 事实可靠性 | Factual Reliability | 不支持 | Unsupported,,智能体 | Agent,,4006165,opencompass,https://github.com/wenhuchen/Table-Fact-Checking,https://arxiv.org/pdf/1909.02164v5,,False,279,2024-10-12,2024-10-16,2024-10-16 11:03:09,TabFact,"TabFac 包含 117,854 条手动标注的语句，涉及 16,573 个维基百科表格，是第一个评估结构化数据上语言推理的数据集，涉及在符号和语言两个方面的混合推理能力。","TabFac consists of 117,854 manually annotated statements with regard to 16,573 Wikipedia tables, their relations are classified as ENTAILED and REFUTED. ",,False,False
1786,HypoEval,https://hub.opencompass.org.cn/dataset-detail/HypoEval,1,1,False,False,False,0,未录入,HypoEval，即假设指导的评估框架，该框架首先使用一小部分人工评估来生成更详细的人类判断量规，然后采用类似清单的方法，将 LLM 在每个分解维度上的分配分数结合起来，以获得总分。,"HypoEval, Hypothesis-guided Evaluation framework, which first uses a small corpus of human evaluations to generate more detailed rubrics for human judgments and then incorporates a checklist-like approach to combine LLM's assigned scores on each decomposed dimension to acquire overall scores. ",大语言模型 | LLM | 语言生成 | Generation | 不支持 | Unsupported,,其他 | Other,,4006165,opencompass,https://github.com/ChicagoHAI/HypoEval,https://arxiv.org/abs/2504.07174,,False,59,2025-04-28,2025-04-28,2025-04-28 11:36:49,HypoEval,HypoEval，即假设指导的评估框架，该框架首先使用一小部分人工评估来生成更详细的人类判断量规，然后采用类似清单的方法，将 LLM 在每个分解维度上的分配分数结合起来，以获得总分。,"HypoEval, Hypothesis-guided Evaluation framework, which first uses a small corpus of human evaluations to generate more detailed rubrics for human judgments and then incorporates a checklist-like approach to combine LLM's assigned scores on each decomposed dimension to acquire overall scores. ",,False,False
631,OpenFinData,https://hub.opencompass.org.cn/dataset-detail/OpenFinData,1,1,False,False,False,4,合作共建,OpenFinData是由东方财富与上海人工智能实验室联合发布的开源金融评测数据集。该数据集代表了最真实的产业场景需求，是目前场景最全、专业性最深的金融评测数据集。它基于东方财富实际金融业务的多样化丰富场景，旨在为金融科技领域的研究者和开发者提供一个高质量的数据资源。,OpenFinData is an open-source financial evaluation dataset jointly released by EastMoney and Shanghai Artificial Intelligence Laboratory. This dataset represents the most realistic industrial scenario requirements and is currently the most comprehensive and professional financial evaluation dataset.,大语言模型 | LLM | 知识储备 | Knowledge | 合作共建 | Co-Built | 不支持 | Unsupported,,知识 | Knowledge,,50029256,eastmoney,https://github.com/open-compass/OpenFinData,,https://openfindata.org/,False,1871,2024-09-12,2024-09-12,2024-09-12 19:40:43,OpenFinData,OpenFinData是由东方财富与上海人工智能实验室联合发布的开源金融评测数据集。该数据集代表了最真实的产业场景需求，是目前场景最全、专业性最深的金融评测数据集。它基于东方财富实际金融业务的多样化丰富场景，旨在为金融科技领域的研究者和开发者提供一个高质量的数据资源。,OpenFinData is an open-source financial evaluation dataset jointly released by EastMoney and Shanghai Artificial Intelligence Laboratory. This dataset represents the most realistic industrial scenario requirements and is currently the most comprehensive and professional financial evaluation dataset.,https://github.com/open-compass/OpenFinData/releases/download/release/openfindata_release.zip,False,False
1513,CG-Bench,https://hub.opencompass.org.cn/dataset-detail/CG-Bench,1,1,False,False,False,0,未录入,CG-Bench用于评估多模态大模型的长视频理解能力，基于1219个视频设计了12129个涵盖感知、推理和幻觉三种问题类型的QA对。,"CG-Bench is meant for evaluating MLLMs' long video understanding, including 12,129 QA pairs from 1219 videos in 3 major question types: perception, reasoning, and hallucination.",多模态模型 | VLM | 视频理解 | Video Understanding | 不支持 | Unsupported,,多模态 | Multimodal | 理解 | Understanding,,4006165,opencompass,https://github.com/CG-Bench/CG-Bench,https://arxiv.org/abs/2412.12075v1,https://cg-bench.github.io/leaderboard/,False,111,2025-02-17,2025-03-06,2025-03-06 16:51:42,CG-Bench,CG-Bench用于评估多模态大模型的长视频理解能力，基于1219个视频设计了12129个涵盖感知、推理和幻觉三种问题类型的QA对。,"CG-Bench is meant for evaluating MLLMs' long video understanding, including 12,129 QA pairs from 1219 videos in 3 major question types: perception, reasoning, and hallucination.",https://huggingface.co/datasets/CG-Bench/CG-Bench,False,False
1751,MultiLoKo,https://hub.opencompass.org.cn/dataset-detail/MultiLoKo,1,1,False,False,False,0,未录入,MultiLoKo是一个多语言知识基准，涵盖30种语言及英语。,"MultiLoKo is a multilingual knowledge benchmark, covering 30 languages plus English.",大语言模型 | LLM | 语言理解 | Comprehension | 不支持 | Unsupported,,语言 | Language,,4006165,opencompass,https://github.com/facebookresearch/multiloko/,https://arxiv.org/abs/2504.10356,,False,135,2025-04-21,2025-04-21,2025-04-21 12:34:33,MultiLoKo,MultiLoKo是一个多语言知识基准，涵盖30种语言及英语。,"MultiLoKo is a multilingual knowledge benchmark, covering 30 languages plus English.",https://github.com/facebookresearch/multiloko/,False,False
1730,PaperBench,https://hub.opencompass.org.cn/dataset-detail/PaperBench,1,1,False,False,False,0,未录入,PaperBench，这是一个评估AI代理复制最新AI研究能力的基准测试。,PaperBench is a benchmark evaluating the ability of AI agents to replicate state-of-the-art AI research.,智能体 | Agent | 任务执行 | Task Execution | 语言理解 | Comprehension | 不支持 | Unsupported,,理解 | Understanding | 智能体 | Agent,,4006165,opencompass,https://github.com/openai/preparedness,https://arxiv.org/abs/2504.01848,,False,153,2025-04-11,2025-04-11,2025-04-11 17:12:27,PaperBench,PaperBench，这是一个评估AI代理复制最新AI研究能力的基准测试。,PaperBench is a benchmark evaluating the ability of AI agents to replicate state-of-the-art AI research.,https://github.com/openai/preparedness,False,False
1099,MKQA,https://hub.opencompass.org.cn/dataset-detail/MKQA,1,1,False,False,False,0,未录入,"MKQA 是一个开放域问答评估集，包含 10,000 对问题和答案，涵盖 26 种类型多样的语言（总计 260,000 对问题和答案）。",MKQA is an open-domain question answering evaluation set comprising 10k question-answer pairs aligned across 26 typologically diverse languages (260k question-answer pairs in total). ,大语言模型 | LLM | 知识储备 | Knowledge | 不支持 | Unsupported,,知识 | Knowledge,,4006165,opencompass,https://github.com/apple/ml-mkqa,https://arxiv.org/pdf/2007.15207,,False,138,2024-10-09,2024-10-09,2024-10-09 20:03:40,MKQA,"MKQA 是一个开放域问答评估集，包含 10,000 对问题和答案，涵盖 26 种类型多样的语言（总计 260,000 对问题和答案）。",MKQA is an open-domain question answering evaluation set comprising 10k question-answer pairs aligned across 26 typologically diverse languages (260k question-answer pairs in total). ,https://github.com/apple/ml-mkqa/blob/main/dataset/mkqa.jsonl.gz,False,False
1335,LTMbenchmark,https://hub.opencompass.org.cn/dataset-detail/LTMbenchmark,1,1,False,False,False,0,未录入,LTMbenchmark通过动态对话任务评估智能体的长期记忆、持续学习和信息集成能力。,"LTMbenchmark assess the long-term memory, continual learning, and information integration capabilities of the agents via dynamic conversational tasks. ",智能体 | Agent | 任务执行 | Task Execution | 不支持 | Unsupported,,智能体 | Agent,NeurIPS 2024,4006165,opencompass,https://github.com/GoodAI/goodai-ltm-benchmark,https://arxiv.org/abs/2409.20222,,False,302,2025-01-03,2025-01-07,2025-01-07 14:05:39,LTMbenchmark,LTMbenchmark通过动态对话任务评估智能体的长期记忆、持续学习和信息集成能力。,"LTMbenchmark assess the long-term memory, continual learning, and information integration capabilities of the agents via dynamic conversational tasks. ",,False,False
1283,P-MMEval,https://hub.opencompass.org.cn/dataset-detail/P-MMEval,1,1,False,False,False,0,未录入,P-MMEval是一个全面的多语言多任务基准，涵盖了高效的基础和专项能力数据集。,"P-MMEval is a comprehensive multilingual multitask benchmark, covering effective fundamental and capability-specialized datasets.",大语言模型 | LLM | 语言理解 | Comprehension | 不支持 | Unsupported,,语言 | Language,,43209637,Qwen,,https://arxiv.org/abs/2411.09116,,False,241,2024-12-25,2024-12-25,2024-12-25 19:59:39,P-MMEval,P-MMEval是一个全面的多语言多任务基准，涵盖了高效的基础和专项能力数据集。,"P-MMEval is a comprehensive multilingual multitask benchmark, covering effective fundamental and capability-specialized datasets.",https://www.modelscope.cn/datasets/modelscope/P-MMEval,False,False
1731,DOVE,https://hub.opencompass.org.cn/dataset-detail/DOVE,1,1,False,False,False,0,未录入,DOVE（变异评估数据集），这是一个大规模数据集，包含了各种评估基准的提示扰动。,DOVE (Dataset Of Variation Evaluation) is a large-scale dataset containing prompt perturbations of various evaluation benchmarks.,大语言模型 | LLM | 指令遵循 | Instruction Following | 不支持 | Unsupported,LLM敏感性评估,其他 | Other,,4006165,opencompass,https://github.com/SLAB-NLP/DOVE,https://arxiv.org/abs/2503.01622,https://slab-nlp.github.io/DOVE/,False,70,2025-04-11,2025-04-11,2025-04-11 17:12:41,DOVE,DOVE（变异评估数据集），这是一个大规模数据集，包含了各种评估基准的提示扰动。,DOVE (Dataset Of Variation Evaluation) is a large-scale dataset containing prompt perturbations of various evaluation benchmarks.,https://huggingface.co/datasets/nlphuji/DOVE,False,False
1542,StructFlowBench,https://hub.opencompass.org.cn/dataset-detail/StructFlowBench,1,1,False,False,False,0,未录入,StructFlowBench，这是一个包含155条数据的结构化标注多轮基准，它利用结构驱动生成范式来增强复杂对话场景的模拟。,StructFlowBench is a structurally annotated multi-turn benchmark that leverages a structure-driven generation paradigm to enhance the simulation of complex dialogue scenarios.,大语言模型 | LLM | 指令遵循 | Instruction Following | 不支持 | Unsupported,,指令跟随 | Instruct,,4006165,opencompass,https://github.com/MLGroupJLU/StructFlowBench,https://arxiv.org/abs/2502.14494,,False,326,2025-02-25,2025-02-25,2025-02-25 19:09:02,StructFlowBench,StructFlowBench，这是一个包含155条数据的结构化标注多轮基准，它利用结构驱动生成范式来增强复杂对话场景的模拟。,StructFlowBench is a structurally annotated multi-turn benchmark that leverages a structure-driven generation paradigm to enhance the simulation of complex dialogue scenarios.,https://huggingface.co/datasets/Jinnan/StructFlowBench,False,False
544,DS-1000,https://hub.opencompass.org.cn/dataset-detail/DS-1000,1,1,False,False,False,1,开源收录,DS-1000 是一个代码生成基准测试，包含一千个数据科学问题，涵盖七个Python库，其特点是（1）反映多样化、现实且实用的用例，（2）具有可靠的度量标准，（3）通过扰乱问题来防止记忆化。,"DS-1000 is a code generation benchmark with a thousand data science questions spanning seven Python libraries that (1) reflects diverse, realistic, and practical use cases, (2) has a reliable metric, (3) defends against memorization by perturbing questions.",大语言模型 | LLM | 代码工程 | Code | 开源收录 | Open-Source | 不支持 | Unsupported,,代码 | code,,4006165,opencompass,https://github.com/xlang-ai/DS-1000,https://arxiv.org/pdf/2211.11501.pdf,https://ds1000-code-gen.github.io/,False,750,2024-01-26,2024-01-26,,DS-1000,DS-1000 是一个代码生成基准测试，包含一千个数据科学问题，涵盖七个Python库，其特点是（1）反映多样化、现实且实用的用例，（2）具有可靠的度量标准，（3）通过扰乱问题来防止记忆化。,"DS-1000 is a code generation benchmark with a thousand data science questions spanning seven Python libraries that (1) reflects diverse, realistic, and practical use cases, (2) has a reliable metric, (3) defends against memorization by perturbing questions.",https://github.com/xlang-ai/DS-1000/tree/main/ds1000_example,False,False
2079,MER-UniBench,https://hub.opencompass.org.cn/dataset-detail/MER-UniBench,1,1,False,False,False,0,未录入,MER-UniBench 是一个旨在评估多模态大语言模型（MLLM）在典型多模态情感识别（MER）任务中情感理解能力的评测基准。它涵盖了细粒度情感识别、基本情感识别和情感分析三个主要维度。该基准利用了包括 MER-Caption 在内的多个数据集，其中 MER-Caption 拥有超过 2000 种细粒度情感类别和 11.5 万个样本。,MER-UniBench is a benchmark designed to evaluate multimodal large language models (MLLMs) for their emotion understanding capabilities across typical multimodal emotion recognition (MER) tasks. ,多模态模型 | VLM | 跨模态推理 | Cross-modal Reasoning | 音频理解 | Audio Understanding | 不支持 | Unsupported,MER,多模态 | Multimodal,,006873,vansin,https://github.com/zeroQiaoba/AffectGPT,https://icml.cc/virtual/2025/poster/43565,,False,81,2025-07-22,2025-07-22,2025-07-22 16:53:16,MER-UniBench,MER-UniBench 是一个旨在评估多模态大语言模型（MLLM）在典型多模态情感识别（MER）任务中情感理解能力的评测基准。它涵盖了细粒度情感识别、基本情感识别和情感分析三个主要维度。该基准利用了包括 MER-Caption 在内的多个数据集，其中 MER-Caption 拥有超过 2000 种细粒度情感类别和 11.5 万个样本。,MER-UniBench is a benchmark designed to evaluate multimodal large language models (MLLMs) for their emotion understanding capabilities across typical multimodal emotion recognition (MER) tasks. ,,False,False
1146,BUST,https://hub.opencompass.org.cn/dataset-detail/BUST,1,1,False,False,False,0,未录入,BUST 是一个综合基准，旨在评估合成文本检测器，BUST 使用多种指标来评估检测器，包括语言特征、可读性和作者态度。,"BUST is a comprehensive benchmark for evaluating synthetic text detectors, focusing on their effectiveness against outputs from various Large Language Models (LLMs). ",大语言模型 | LLM | 语言理解 | Comprehension | 不支持 | Unsupported,,理解 | Understanding,NAACL 2024,50126080,IDSIA-NLP,https://github.com/IDSIA-NLP/BUST,https://aclanthology.org/2024.naacl-long.444.pdf,,False,195,2024-10-15,2024-10-27,2024-10-27 17:23:25,BUST,BUST 是一个综合基准，旨在评估合成文本检测器，BUST 使用多种指标来评估检测器，包括语言特征、可读性和作者态度。,"BUST is a comprehensive benchmark for evaluating synthetic text detectors, focusing on their effectiveness against outputs from various Large Language Models (LLMs). ",,False,False
