catalogKey,name,source,decision,evidence_source,input_file,date_field,release_date,precision,event,source_urls,library_decision,library_candidate_date,reason
llm-stats:mcp-universe,MCP-Universe,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-08-20,day,paper_introduction,https://arxiv.org/abs/2508.14704,accepted,2025-08-20,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:measurebench,MeasureBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-10-30,day,paper_introduction,https://arxiv.org/abs/2510.26865,accepted,2025-10-30,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:medchembench,MedChemBench (Internal),llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-06-03,day,official_introduction_or_release,https://openai.com/index/introducing-new-capabilities-to-gpt-rosalind/,accepted,2026-06-03,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:medxpertqa,MedXpertQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-01-30,day,paper_introduction,https://arxiv.org/abs/2501.18362,accepted,2025-01-30,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:medxpertqa-mm,MedXpertQA-MM,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2025-01-30,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mega-mlqa,MEGA MLQA,llm_stats,accepted,legacy_next_verification,evidence/156_from_xiaoke_all_passed_en.json,nextVerification.releaseDate,2023-03-22,day,mega_task_protocol_introduction,https://arxiv.org/abs/2303.12528v1;https://arxiv.org/pdf/2303.12528v1,scope_not_release,2019-10-16,"Direct inspection of the MEGA v1 PDF confirms that MLQA, TyDiQA-GoldP, and XCOPA are already included in the framework's tasks and prompting protocols. The MEGA introduction date should be used instead of each parent dataset's date."
llm-stats:mega-tydi-qa,MEGA TyDi QA,llm_stats,accepted,legacy_next_verification,evidence/156_from_xiaoke_all_passed_en.json,nextVerification.releaseDate,2023-03-22,day,mega_task_protocol_introduction,https://arxiv.org/abs/2303.12528v1;https://arxiv.org/pdf/2303.12528v1,scope_not_release,2020-03-10,"Direct inspection of the MEGA v1 PDF confirms that MLQA, TyDiQA-GoldP, and XCOPA are already included in the framework's tasks and prompting protocols. The MEGA introduction date should be used instead of each parent dataset's date."
llm-stats:mega-udpos,MEGA UDPOS,llm_stats,accepted,legacy_next_verification,evidence/156_from_xiaoke_all_passed_en.json,nextVerification.releaseDate,2023-05-19,day,mega_task_added_in_v3,https://arxiv.org/abs/2303.12528v1;https://arxiv.org/pdf/2303.12528v1;https://arxiv.org/pdf/2303.12528v2;https://arxiv.org/pdf/2303.12528v3,scope_not_release,2020-03-24,Version-by-version inspection finds neither task in MEGA v1 or v2; the v3 task table and protocols include UDPOS and XStoryCloze. The arXiv version history dates v3 to 2023-05-19.
llm-stats:mega-xcopa,MEGA XCOPA,llm_stats,accepted,legacy_next_verification,evidence/156_from_xiaoke_all_passed_en.json,nextVerification.releaseDate,2023-03-22,day,mega_task_protocol_introduction,https://arxiv.org/abs/2303.12528v1;https://arxiv.org/pdf/2303.12528v1,scope_not_release,2020-05-01,"Direct inspection of the MEGA v1 PDF confirms that MLQA, TyDiQA-GoldP, and XCOPA are already included in the framework's tasks and prompting protocols. The MEGA introduction date should be used instead of each parent dataset's date."
llm-stats:mega-xstorycloze,MEGA XStoryCloze,llm_stats,accepted,legacy_next_verification,evidence/156_from_xiaoke_all_passed_en.json,nextVerification.releaseDate,2023-05-19,day,mega_task_added_in_v3,https://arxiv.org/abs/2303.12528v1;https://arxiv.org/pdf/2303.12528v1;https://arxiv.org/pdf/2303.12528v2;https://arxiv.org/pdf/2303.12528v3,scope_not_release,2021-12-20,Version-by-version inspection finds neither task in MEGA v1 or v2; the v3 task table and protocols include UDPOS and XStoryCloze. The arXiv version history dates v3 to 2023-05-19.
llm-stats:meld,Meld,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2018-10-05,day,paper_introduction,https://arxiv.org/abs/1810.02508,accepted,2018-10-05,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:meta-internal-coding-bench,Meta Internal Coding Bench,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-08-05,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mewc,MEWC,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-02-12,day,official_introduction_or_release,https://www.minimax.io/news/minimax-m25,accepted,2026-02-12,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:miabench,MIABench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-07-01,day,paper_introduction,https://arxiv.org/abs/2407.01509,accepted,2024-07-01,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mimic-cxr,MIMIC CXR,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2019-08-02,day,official_introduction_or_release,https://physionet.org/content/mimic-cxr/1.0.0/,accepted,2019-08-02,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mimo-coding-bench,MiMo Coding Bench,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-04-27,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:minerva,Minerva,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-05-01,day,paper_introduction,https://arxiv.org/abs/2505.00681,accepted,2025-05-01,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mle-bench,MLE-Bench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-10-09,day,paper_introduction,https://arxiv.org/abs/2410.07095,accepted,2024-10-09,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mle-bench-lite,MLE-Bench Lite,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-10-08,day,named_subset_release,https://api.github.com/repos/openai/mle-bench/commits?path=experiments/splits/low.txt&per_page=100,accepted,2024-10-08,The Library evidence pins the initial commit containing exactly the 22 low-complexity competition IDs and maps Lite to that subset. This precedes the paper by one day; it is not generic parent-dataset inheritance.
llm-stats:mls-bench-lite,MLS-Bench Lite,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-05-09,day,named_component_or_alias_introduction,https://arxiv.org/abs/2605.08678,accepted,2026-05-09,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: The original MLS-Bench v1 explicitly introduces Lite with 30 tasks in 12 domains. The subset appears in the paper dated 2026-05-09. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:mlvu,MLVU,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-06-06,day,paper_introduction,https://arxiv.org/abs/2406.04264,accepted,2024-06-06,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mlvu-m,MLVU-M,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-06-06,day,named_component_or_alias_introduction,https://arxiv.org/abs/2406.04264,accepted,2024-06-06,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: Table 1 of MLVU v1 already distinguishes the multiple-choice average, M-Avg, from the generation-task average, G-Avg. MLVU-M corresponds to the former, so the named task component exists in the original version. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
llm-stats:mm-browsercomp,MM-BrowserComp,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-03-18,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mm-clawbench,MM-ClawBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-03-18,day,private_benchmark_public_introduction,https://www.minimax.io/news/minimax-m27-en,accepted,2026-03-18,The supplied review explicitly identifies the original announcement as introducing MM Claw and its task construction. Accept the public introduction event; do not claim downloadable task availability.
llm-stats:mm-if-eval,MM IF-Eval,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-04-10,day,paper_introduction,https://arxiv.org/abs/2504.07957,accepted,2025-04-10,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mm-mind2web,MM-Mind2Web,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-03-18,day,official_introduction_or_release,https://github.com/OSU-NLP-Group/Mind2Web,accepted,2024-03-18,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mm-mt-bench,MM-MT-Bench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-10-09,day,paper_and_dataset_release,https://arxiv.org/abs/2410.07073,accepted,2024-10-09,"The earlier announcement says data would follow. The supplied October paper explicitly states that the named benchmark is open sourced. Retain that reviewed paper/artifact event, with the earlier introduction visible in the comparison."
llm-stats:mmau,MMAU,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-10-24,day,paper_introduction,https://arxiv.org/abs/2410.19168,accepted,2024-10-24,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mmau-music,MMAU Music,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-10-24,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mmau-sound,MMAU Sound,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-10-24,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mmau-speech,MMAU Speech,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-10-24,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mmbc,MMBC,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2025-08-14,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mmbench,MMBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-07-12,day,paper_introduction,https://arxiv.org/abs/2307.06281,accepted,2023-07-12,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mmbench-v1.1,MMBench-V1.1,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-04-28,day,official_introduction_or_release,https://github.com/open-compass/VLMEvalKit/blob/681df1159b83939ea46bf01700756dbdc5dfccd5/README.md,accepted,2024-04-28,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mmbench-video,MMBench-Video,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-06-20,day,paper_introduction,https://arxiv.org/abs/2406.14515,accepted,2024-06-20,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mme,MME,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-06-23,day,paper_introduction,https://arxiv.org/abs/2306.13394,accepted,2023-06-23,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mme-realworld,MME-RealWorld,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-08-23,day,paper_introduction,https://arxiv.org/abs/2408.13257,accepted,2024-08-23,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mmlongbench-128k,MMLongBench-128K,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-05-15,day,named_component_or_alias_introduction,https://arxiv.org/abs/2505.10610,accepted,2025-05-15,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: The original MMLongBench v1 explicitly includes evaluations up to 128K in the paper dated 2025-05-15. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:mmlongbench-doc,MMLongBench-Doc,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-07-01,day,paper_introduction,https://arxiv.org/abs/2407.01523,accepted,2024-07-01,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mmlu-(cot),MMLU (CoT),llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2020-09-07,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mmlu-base,MMLU-Base,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2020-09-07,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mmlu-chat,MMLU Chat,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2020-09-07,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mmlu-french,MMLU French,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2024-07-24,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mmlu-prox,MMLU-ProX,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-03-13,day,paper_introduction,https://arxiv.org/abs/2503.10497,accepted,2025-03-13,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mmlu-redux-2.0,MMLU-redux-2.0,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-11-07,day,official_introduction_or_release,https://www.research.ed.ac.uk/en/datasets/mmlu-redux-20/,accepted,2024-11-07,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mmlu-stem,MMLU-STEM,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2020-09-07,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mmmlu,MMMLU,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-09,month,official_introduction_or_release,https://huggingface.co/datasets/openai/MMMLU/commits/main,accepted,2024-09,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mmmu-(val),MMMU (val),llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2023-11-27,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mmmu-(validation),MMMU (validation),llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2023-11-27,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mmmu-pro-with-tools,MMMU-Pro (with tools),llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2024-09-04,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mmmuval,MMMUval,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2023-11-27,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mmsearch,MMSearch,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-09-19,day,paper_introduction,https://arxiv.org/abs/2409.12959,accepted,2024-09-19,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mmsearch-plus,MMSearch-Plus,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-08-29,day,paper_introduction,https://arxiv.org/abs/2508.21475,accepted,2025-08-29,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mmsibench,MMSIBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-05-29,day,paper_introduction,https://arxiv.org/abs/2505.23764,accepted,2025-05-29,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mmt-bench,MMT-Bench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-04-24,day,paper_introduction,https://arxiv.org/abs/2404.16006,accepted,2024-04-24,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mmvet,MMVet,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-08-04,day,paper_introduction,https://arxiv.org/abs/2308.02490,accepted,2023-08-04,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mmvetgpt4turbo,MMVetGPT4Turbo,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2023-08-04,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mmvu,MMVU,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-01-21,day,paper_introduction,https://arxiv.org/abs/2501.12380,accepted,2025-01-21,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mobileminiwob++-sr,MobileMiniWob++_SR,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-05-23,day,named_component_or_alias_introduction,https://arxiv.org/abs/2405.14573,accepted,2024-05-23,The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: AndroidWorld v1 explicitly creates the MobileMiniWoB++ mobile adaptation and reports SR in Table 3; the original desktop MiniWoB++ date is not being applied to the mobile version. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted.
llm-stats:mobileworld,MobileWorld,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-12-22,day,paper_introduction,https://arxiv.org/abs/2512.19432,accepted,2025-12-22,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:motionbench,MotionBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-01-06,day,paper_introduction,https://arxiv.org/abs/2501.02955,accepted,2025-01-06,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mrcr,MRCR,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-09-19,day,paper_introduction,https://arxiv.org/abs/2409.12640,accepted,2024-09-19,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mrcr-128k-(2-needle),MRCR 128K (2-needle),llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-04-12,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mrcr-128k-(4-needle),MRCR 128K (4-needle),llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-04-12,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mrcr-128k-(8-needle),MRCR 128K (8-needle),llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-04-12,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mrcr-1m,MRCR 1M,llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2026-04-24,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mrcr-1m-(pointwise),MRCR 1M (pointwise),llm_stats,scope_not_release,,,,,month,official_introduction_or_release,,scope_not_release,2025-12,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mrcr-64k-(2-needle),MRCR 64K (2-needle),llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-04-12,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mrcr-64k-(4-needle),MRCR 64K (4-needle),llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-04-12,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mrcr-64k-(8-needle),MRCR 64K (8-needle),llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-04-12,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mrcr-v2,MRCR v2,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-12-05,day,named_component_or_alias_introduction,https://huggingface.co/datasets/openai/mrcr,accepted,2025-12-05,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: OpenAI MRCR's official changelog explicitly records corrections to erroneous examples on 2025-12-05. The official GPT-5.2 introduction calls this corrected version OpenAI MRCRv2, establishing the version mapping across the two sources. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
llm-stats:mrcr-v2-(8-needle),MRCR v2 (8-needle),llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-12-05,day,named_component_or_alias_introduction,https://huggingface.co/datasets/openai/mrcr,accepted,2025-12-05,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: OpenAI MRCR's official data card explicitly includes 8-needle data and records corrections on 2025-12-05; the official GPT-5.2 description labels that corrected version MRCRv2. Only the named data version is verified, not model-scoring configurations. This does not establish a separate benchmark family or validate all providers' scoring configurations. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
llm-stats:mrcr-v2-8-needle-512k-1m,"MRCR v2 (8-needle, 512K-1M)",llm_stats,scope_not_release,,,,,day,official_introduction_or_release,,scope_not_release,2025-12-05,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:msqa,MSQA,llm_stats,unmatched,,,,,,,,unmatched,,No reviewed Library identity found.
llm-stats:mt-aime-2025,MT-AIME 2025,llm_stats,scope_not_release,,,,,month,official_introduction_or_release,,scope_not_release,2025-02,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:mt-bench,MT-Bench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-06-09,day,paper_introduction,https://arxiv.org/abs/2306.05685,accepted,2023-06-09,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mtvqa,MTVQA,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-05-20,day,paper_introduction,https://arxiv.org/abs/2405.11985,accepted,2024-05-20,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:muirbench,MuirBench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-06-13,day,paper_introduction,https://arxiv.org/abs/2406.09411,accepted,2024-06-13,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:multi-if,Multi-IF,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-10-21,day,paper_introduction,https://arxiv.org/abs/2410.15553,accepted,2024-10-21,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:multi-swe-bench,Multi-SWE-Bench,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-04-03,day,paper_introduction,https://arxiv.org/abs/2504.02605,accepted,2025-04-03,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:multichallenge,Multi-Challenge,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2025-01-29,day,paper_introduction,https://arxiv.org/abs/2501.17399,accepted,2025-01-29,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:multilf,MultiLF,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-10-21,day,named_component_or_alias_introduction,https://arxiv.org/abs/2410.15553,accepted,2024-10-21,"The reviewed Library date applies to the named component or alias already present at introduction. Stored identity/event evidence: The Multi-IF rows in the original Qwen3 report include 73.0 for Qwen3-32B and 71.9 for Qwen3-235B, matching the catalog's two model records. This supports identifying MultiLF as a misspelling of Multi-IF. Multi-IF v1 is dated 2024-10-21. The date is copied exclusively from releaseEvidence; no independent benchmark-family release is asserted."
llm-stats:multilingual-mgsm-(cot),Multilingual MGSM (CoT),llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2022-10-06,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:multilingual-mmlu,Multilingual MMLU,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2025-03-13,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:multipl-e,MultiPL-E,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2022-08-17,day,paper_introduction,https://arxiv.org/abs/2208.08227,accepted,2022-08-17,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:multipl-e-humaneval,Multipl-E HumanEval,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2022-08-17,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:multipl-e-mbpp,Multipl-E MBPP,llm_stats,scope_not_release,,,,,day,paper_introduction,,scope_not_release,2022-08-17,Evidence dates the underlying dataset or a public disclosure; release/first introduction of this exact record is not established.
llm-stats:musiccaps,MusicCaps,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-01-26,day,paper_introduction,https://arxiv.org/abs/2301.11325,accepted,2023-01-26,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:musr,MuSR,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2023-10-24,day,paper_introduction,https://arxiv.org/abs/2310.16049,accepted,2023-10-24,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:mvbench,MVBench,llm_stats,unmatched,,,,,,,,unmatched,,No reviewed Library identity found.
llm-stats:nanogpt,NanoGPT,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2026-06-26,day,official_introduction_or_release,https://deploymentsafety.openai.com/gpt-5-6-preview,accepted,2026-06-26,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:natural-questions,Natural Questions,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2019-01-23,day,official_introduction_or_release,https://research.google/blog/natural-questions-a-new-corpus-and-challenge-for-question-answering-research/,accepted,2019-01-23,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
llm-stats:natural2code,Natural2Code,llm_stats,accepted,library,evidence/library-reviewed-dates.json,releaseEvidence.date,2024-05-07,day,paper_introduction,https://arxiv.org/abs/2405.04520,accepted,2024-05-07,Unique exact catalog/sourceId match; supplied reviewed evidence identifies the named benchmark's paper or official introduction/release.
